airport_code,date,hour,temperature,precipitation,wind_speed,weather_code
ATL,2026-01-22,9,6.4,0.3,6.1,51
ATL,2026-01-22,10,6.4,0.7,4.0,53
ATL,2026-01-22,11,6.3,0.5,3.9,53
ATL,2026-01-22,12,5.9,0.0,9.6,3
ATL,2026-01-22,13,5.9,0.2,3.1,51
ATL,2026-01-22,14,6.3,0.1,2.2,51
ATL,2026-01-22,15,6.9,2.0,3.8,61
ATL,2026-01-22,16,7.3,0.2,5.9,51
ATL,2026-01-22,17,8.0,0.3,6.7,51
ATL,2026-01-22,18,8.0,0.8,4.8,53
ATL,2026-01-22,19,8.2,0.9,5.5,53
ATL,2026-01-22,20,9.1,0.3,4.1,51
ATL,2026-01-22,21,9.2,0.2,6.0,51
ATL,2026-01-22,22,8.9,0.0,4.6,3
ATL,2026-01-22,23,8.4,0.1,2.2,51
ATL,2026-01-23,0,8.5,0.0,3.1,3
ATL,2026-01-23,1,8.4,0.0,4.6,3
ATL,2026-01-23,2,8.1,0.0,6.5,3
ATL,2026-01-23,3,7.9,0.0,6.2,3
ATL,2026-01-23,4,7.7,0.0,6.2,3
ATL,2026-01-23,5,7.5,0.0,6.1,3
ATL,2026-01-23,6,6.8,0.0,5.4,3
ATL,2026-01-23,7,7.4,0.0,6.8,3
ATL,2026-01-23,8,7.6,0.0,6.7,3
ATL,2026-01-23,9,7.7,0.0,6.2,3
ATL,2026-01-23,10,7.8,0.0,7.2,3
ATL,2026-01-23,11,7.9,0.0,7.9,3
ATL,2026-01-23,12,7.1,0.0,10.4,3
ATL,2026-01-23,13,7.2,0.0,9.6,3
ATL,2026-01-23,14,7.9,0.0,7.0,3
ATL,2026-01-23,15,9.1,0.0,7.7,3
ATL,2026-01-23,16,10.3,0.0,6.7,3
ATL,2026-01-23,17,11.5,0.0,4.9,3
ATL,2026-01-23,18,10.7,0.0,4.7,3
ATL,2026-01-23,19,10.9,0.1,5.6,51
ATL,2026-01-23,20,10.6,0.0,7.1,3
ATL,2026-01-23,21,10.4,0.0,7.4,3
ATL,2026-01-23,22,10.0,0.1,7.3,51
ATL,2026-01-23,23,9.4,0.0,6.9,3
ATL,2026-01-24,0,9.3,0.0,9.7,3
ATL,2026-01-24,1,8.4,0.0,10.5,3
ATL,2026-01-24,2,7.4,0.0,9.0,3
ATL,2026-01-24,3,7.1,0.0,8.6,3
ATL,2026-01-24,4,6.2,0.0,9.1,3
ATL,2026-01-24,5,5.3,0.0,8.9,3
ATL,2026-01-24,6,4.3,0.0,8.2,3
ATL,2026-01-24,7,4.4,0.0,6.3,3
ATL,2026-01-24,8,4.4,0.0,5.5,3
ATL,2026-01-24,9,4.5,0.0,6.3,3
ATL,2026-01-24,10,5.6,0.0,5.0,3
ATL,2026-01-24,11,6.6,0.0,8.6,3
ATL,2026-01-24,12,6.2,0.0,10.2,3
ATL,2026-01-24,13,5.5,0.0,11.9,3
ATL,2026-01-24,14,5.9,0.0,14.9,3
ATL,2026-01-24,15,6.1,0.0,18.0,3
ATL,2026-01-24,16,6.8,0.0,19.5,3
ATL,2026-01-24,17,7.5,0.0,16.7,3
ATL,2026-01-24,18,7.2,0.0,15.7,3
ATL,2026-01-24,19,7.0,0.0,15.4,3
ATL,2026-01-24,20,7.9,0.0,17.8,3
ATL,2026-01-24,21,7.6,0.0,18.2,3
ATL,2026-01-24,22,6.6,0.0,17.0,3
ATL,2026-01-24,23,6.1,0.0,18.4,3
ATL,2026-01-25,0,5.8,0.0,17.4,3
ATL,2026-01-25,1,4.8,0.1,18.0,51
ATL,2026-01-25,2,4.0,0.2,19.0,51
ATL,2026-01-25,3,3.2,0.3,20.4,51
ATL,2026-01-25,4,2.8,0.4,20.5,51
ATL,2026-01-25,5,2.3,0.5,23.5,53
ATL,2026-01-25,6,0.7,0.5,21.9,53
ATL,2026-01-25,7,0.2,1.1,20.2,55
ATL,2026-01-25,8,-0.1,0.8,19.5,53
ATL,2026-01-25,9,-0.2,1.4,18.4,61
ATL,2026-01-25,10,-0.2,1.0,18.8,55
ATL,2026-01-25,11,-0.2,0.7,16.7,53
ATL,2026-01-25,12,-1.6,0.3,19.2,51
ATL,2026-01-25,13,-1.6,0.1,18.9,51
ATL,2026-01-25,14,-1.4,0.1,21.3,51
ATL,2026-01-25,15,-0.4,0.2,21.5,51
ATL,2026-01-25,16,1.4,0.2,21.5,51
ATL,2026-01-25,17,3.0,0.1,17.4,51
ATL,2026-01-25,18,1.1,0.1,21.0,51
ATL,2026-01-25,19,2.4,0.7,18.2,53
ATL,2026-01-25,20,3.3,7.4,10.5,63
ATL,2026-01-25,21,3.0,3.8,13.6,63
ATL,2026-01-25,22,3.4,3.2,12.7,63
ATL,2026-01-25,23,4.5,0.8,11.8,53
ATL,2026-01-26,0,3.6,0.0,3.1,3
ATL,2026-01-26,1,4.4,0.0,4.4,3
ATL,2026-01-26,2,4.8,0.0,6.2,3
ATL,2026-01-26,3,5.9,0.0,13.9,3
ATL,2026-01-26,4,4.9,0.0,18.0,3
ATL,2026-01-26,5,3.8,0.0,17.6,3
ATL,2026-01-26,6,3.2,0.0,17.3,3
ATL,2026-01-26,7,2.2,0.0,20.8,3
ATL,2026-01-26,8,0.6,0.0,23.9,3
ATL,2026-01-26,9,-1.4,0.0,24.8,3
ATL,2026-01-26,10,-3.1,0.0,26.0,1
ATL,2026-01-26,11,-5.1,0.0,24.0,1
ATL,2026-01-26,12,-4.7,0.0,22.9,2
ATL,2026-01-26,13,-5.5,0.0,21.3,1
ATL,2026-01-26,14,-4.7,0.0,19.9,0
ATL,2026-01-26,15,-3.5,0.0,23.9,0
ATL,2026-01-26,16,-2.3,0.0,24.6,0
ATL,2026-01-26,17,-1.3,0.0,24.4,0
ATL,2026-01-26,18,-0.6,0.0,23.3,0
ATL,2026-01-26,19,-0.1,0.0,22.4,0
ATL,2026-01-26,20,-0.1,0.0,22.5,0
ATL,2026-01-26,21,-0.5,0.0,22.5,0
ATL,2026-01-26,22,-1.4,0.0,22.4,0
ATL,2026-01-26,23,-2.9,0.0,19.4,0
ATL,2026-01-27,0,-3.0,0.0,16.9,0
ATL,2026-01-27,1,-4.0,0.0,17.1,0
ATL,2026-01-27,2,-5.0,0.0,17.1,0
ATL,2026-01-27,3,-6.0,0.0,15.8,0
ATL,2026-01-27,4,-6.8,0.0,14.8,0
ATL,2026-01-27,5,-7.3,0.0,15.1,0
ATL,2026-01-27,6,-8.2,0.0,15.4,0
ATL,2026-01-27,7,-8.5,0.0,14.5,0
ATL,2026-01-27,8,-8.7,0.0,13.6,0
ATL,2026-01-27,9,-8.9,0.0,12.2,0
ATL,2026-01-27,10,-8.9,0.0,11.6,0
ATL,2026-01-27,11,-8.9,0.0,11.0,0
ATL,2026-01-27,12,-9.6,0.0,10.6,0
ATL,2026-01-27,13,-9.6,0.0,9.2,0
ATL,2026-01-27,14,-7.9,0.0,11.0,0
ATL,2026-01-27,15,-5.4,0.0,10.7,0
ATL,2026-01-27,16,-2.6,0.0,11.4,0
ATL,2026-01-27,17,-0.1,0.0,12.4,0
ATL,2026-01-27,18,1.3,0.0,13.0,0
ATL,2026-01-27,19,3.0,0.0,14.1,0
ATL,2026-01-27,20,3.9,0.0,14.9,0
ATL,2026-01-27,21,4.1,0.0,15.5,0
ATL,2026-01-27,22,3.3,0.0,14.6,0
ATL,2026-01-27,23,1.3,0.0,12.8,0
ATL,2026-01-28,0,0.2,0.0,12.6,0
ATL,2026-01-28,1,-0.4,0.0,13.3,3
ATL,2026-01-28,2,-0.8,0.0,13.4,3
ATL,2026-01-28,3,-0.6,0.0,14.5,3
ATL,2026-01-28,4,-0.4,0.0,14.9,3
ATL,2026-01-28,5,-0.1,0.0,14.9,3
ATL,2026-01-28,6,-0.2,0.0,14.3,3
ATL,2026-01-28,7,-0.4,0.0,13.5,3
ATL,2026-01-28,8,-0.8,0.0,13.9,3
ATL,2026-01-28,9,-1.3,0.0,13.8,3
ATL,2026-01-28,10,-1.7,0.0,12.9,3
ATL,2026-01-28,11,-2.0,0.0,12.8,3
ATL,2026-01-28,12,-2.8,0.0,11.6,3
ATL,2026-01-28,13,-2.9,0.0,10.7,3
ATL,2026-01-28,14,-1.7,0.0,9.8,3
ATL,2026-01-28,15,0.1,0.0,9.8,2
ATL,2026-01-28,16,2.0,0.0,10.7,0
ATL,2026-01-28,17,3.9,0.0,12.2,0
ATL,2026-01-28,18,5.6,0.0,11.8,0
ATL,2026-01-28,19,6.9,0.0,12.3,0
ATL,2026-01-28,20,7.7,0.0,14.7,0
ATL,2026-01-28,21,7.6,0.0,16.0,0
ATL,2026-01-28,22,6.8,0.0,15.2,0
ATL,2026-01-28,23,5.1,0.0,13.7,0
ATL,2026-01-29,0,4.4,0.0,14.8,0
ATL,2026-01-29,1,3.9,0.0,15.2,0
ATL,2026-01-29,2,3.0,0.0,15.3,0
ATL,2026-01-29,3,2.1,0.0,13.7,0
ATL,2026-01-29,4,1.3,0.0,12.7,0
ATL,2026-01-29,5,0.4,0.0,11.0,0
ATL,2026-01-29,6,-0.6,0.0,11.0,0
ATL,2026-01-29,7,-1.2,0.0,10.9,0
ATL,2026-01-29,8,-1.6,0.0,10.6,0
ATL,2026-01-29,9,-2.0,0.0,10.3,0
ATL,2026-01-29,10,-2.2,0.0,9.2,0
ATL,2026-01-29,11,-2.4,0.0,7.1,1
ATL,2026-01-29,12,-3.0,0.0,6.9,3
ATL,2026-01-29,13,-2.7,0.0,8.3,3
ATL,2026-01-29,14,-1.1,0.0,6.5,3
ATL,2026-01-29,15,1.2,0.0,5.7,3
ATL,2026-01-29,16,3.0,0.0,4.8,3
ATL,2026-01-29,17,4.2,0.0,3.5,3
ATL,2026-01-29,18,5.4,0.0,2.6,3
ATL,2026-01-29,19,6.1,0.0,3.3,3
ATL,2026-01-29,20,6.4,0.0,4.4,3
ATL,2026-01-29,21,6.3,0.0,4.1,3
ATL,2026-01-29,22,5.5,0.0,1.5,3
ATL,2026-01-29,23,3.8,0.0,0.7,3
ATL,2026-01-30,0,3.8,0.0,4.1,3
ATL,2026-01-30,1,3.4,0.0,5.2,3
ATL,2026-01-30,2,2.2,0.0,4.3,3
ATL,2026-01-30,3,1.0,0.0,2.3,3
ATL,2026-01-30,4,0.4,0.0,1.4,0
ATL,2026-01-30,5,-0.4,0.0,2.3,0
ATL,2026-01-30,6,-1.3,0.0,2.3,0
ATL,2026-01-30,7,-1.6,0.0,3.3,3
ATL,2026-01-30,8,-1.5,0.0,3.6,3
ATL,2026-01-30,9,-1.6,0.0,3.0,3
ATL,2026-01-30,10,-1.7,0.0,3.0,3
ATL,2026-01-30,11,-1.8,0.0,3.5,0
ATL,2026-01-30,12,-1.7,0.0,4.9,0
ATL,2026-01-30,13,-1.2,0.0,8.2,0
ATL,2026-01-30,14,1.3,0.0,7.9,1
ATL,2026-01-30,15,4.2,0.0,6.1,0
ATL,2026-01-30,16,6.6,0.0,4.9,0
ATL,2026-01-30,17,8.0,0.0,3.3,0
ATL,2026-01-30,18,9.0,0.0,0.0,0
ATL,2026-01-30,19,10.3,0.0,2.5,3
ATL,2026-01-30,20,10.3,0.0,6.7,3
ATL,2026-01-30,21,9.5,0.0,7.2,3
ATL,2026-01-30,22,8.0,0.0,5.3,3
ATL,2026-01-30,23,7.2,0.0,4.6,2
ATL,2026-01-31,0,6.3,0.0,0.4,1
ATL,2026-01-31,1,5.4,0.0,10.2,3
ATL,2026-01-31,2,5.1,0.0,9.8,2
ATL,2026-01-31,3,3.6,0.0,13.8,0
ATL,2026-01-31,4,2.0,0.0,16.1,1
ATL,2026-01-31,5,0.6,0.0,16.0,0
ATL,2026-01-31,6,0.2,0.0,16.2,0
ATL,2026-01-31,7,-0.5,0.0,16.3,0
ATL,2026-01-31,8,-1.1,0.0,17.1,0
ATL,2026-01-31,9,-1.8,0.0,18.3,1
ATL,2026-01-31,10,-2.1,0.0,18.2,3
ATL,2026-01-31,11,-2.1,0.0,18.4,3
ATL,2026-01-31,12,-2.3,0.0,18.0,3
ATL,2026-01-31,13,-3.3,0.1,21.5,71
ATL,2026-01-31,14,-4.0,0.0,24.4,3
ATL,2026-01-31,15,-4.3,0.0,27.2,3
ATL,2026-01-31,16,-4.4,0.0,28.6,3
ATL,2026-01-31,17,-4.4,0.0,29.6,3
ATL,2026-01-31,18,-5.1,0.0,31.3,3
ATL,2026-01-31,19,-5.2,0.0,32.9,3
ATL,2026-01-31,20,-5.4,0.1,35.6,71
ATL,2026-01-31,21,-5.5,0.1,35.1,71
ATL,2026-01-31,22,-5.7,0.1,31.8,71
ATL,2026-01-31,23,-6.3,0.0,30.8,3
ATL,2026-02-01,0,-6.6,0.0,29.1,3
ATL,2026-02-01,1,-6.5,0.0,28.2,3
ATL,2026-02-01,2,-6.7,0.0,32.9,2
ATL,2026-02-01,3,-6.8,0.0,24.8,3
ATL,2026-02-01,4,-6.9,0.0,29.3,3
ATL,2026-02-01,5,-7.0,0.0,28.7,3
ATL,2026-02-01,6,-7.1,0.0,30.1,3
ATL,2026-02-01,7,-7.3,0.0,27.5,2
ATL,2026-02-01,8,-7.9,0.0,27.1,3
ATL,2026-02-01,9,-8.1,0.0,26.5,3
ATL,2026-02-01,10,-8.2,0.0,26.8,2
ATL,2026-02-01,11,-8.4,0.0,23.0,1
ATL,2026-02-01,12,-8.9,0.0,23.6,0
ATL,2026-02-01,13,-8.8,0.0,22.6,0
ATL,2026-02-01,14,-7.5,0.0,25.6,1
ATL,2026-02-01,15,-5.9,0.0,25.4,1
ATL,2026-02-01,16,-4.2,0.0,24.4,0
ATL,2026-02-01,17,-2.6,0.0,23.3,0
ATL,2026-02-01,18,-0.7,0.0,21.7,0
ATL,2026-02-01,19,0.2,0.0,20.7,0
ATL,2026-02-01,20,0.6,0.0,19.4,0
ATL,2026-02-01,21,0.6,0.0,18.4,0
ATL,2026-02-01,22,-0.2,0.0,17.8,2
ATL,2026-02-01,23,-1.5,0.0,14.8,3
ATL,2026-02-02,0,-1.4,0.0,14.8,3
ATL,2026-02-02,1,-2.0,0.0,12.7,3
ATL,2026-02-02,2,-2.4,0.0,11.4,3
ATL,2026-02-02,3,-2.6,0.0,12.0,3
ATL,2026-02-02,4,-3.0,0.0,12.3,2
ATL,2026-02-02,5,-3.4,0.0,12.7,1
ATL,2026-02-02,6,-3.8,0.0,12.4,1
ATL,2026-02-02,7,-4.1,0.0,11.3,0
ATL,2026-02-02,8,-4.2,0.0,11.6,0
ATL,2026-02-02,9,-4.2,0.0,11.9,0
ATL,2026-02-02,10,-4.1,0.0,11.7,0
ATL,2026-02-02,11,-4.1,0.0,10.5,0
ATL,2026-02-02,12,-4.3,0.0,9.8,0
ATL,2026-02-02,13,-4.2,0.0,9.7,0
ATL,2026-02-02,14,-2.1,0.0,7.3,0
ATL,2026-02-02,15,0.8,0.0,6.4,0
ATL,2026-02-02,16,3.3,0.0,6.7,0
ATL,2026-02-02,17,5.6,0.0,6.3,0
ATL,2026-02-02,18,7.0,0.0,8.1,0
ATL,2026-02-02,19,8.0,0.0,10.0,0
ATL,2026-02-02,20,8.7,0.0,12.2,0
ATL,2026-02-02,21,8.9,0.0,12.7,0
ATL,2026-02-02,22,8.5,0.0,10.0,0
ATL,2026-02-02,23,6.0,0.0,9.1,0
ATL,2026-02-03,0,5.6,0.0,10.0,0
ATL,2026-02-03,1,5.2,0.0,9.4,0
ATL,2026-02-03,2,4.0,0.0,7.9,0
ATL,2026-02-03,3,3.1,0.0,9.0,0
ATL,2026-02-03,4,2.7,0.0,9.5,0
ATL,2026-02-03,5,2.5,0.0,9.6,0
ATL,2026-02-03,6,1.7,0.0,10.0,1
ATL,2026-02-03,7,1.4,0.0,9.0,3
ATL,2026-02-03,8,1.3,0.0,9.1,3
ATL,2026-02-03,9,1.3,0.0,9.6,3
ATL,2026-02-03,10,1.4,0.0,9.7,3
ATL,2026-02-03,11,1.0,0.0,9.4,3
ATL,2026-02-03,12,0.2,0.0,8.8,3
ATL,2026-02-03,13,0.3,0.0,7.7,3
ATL,2026-02-03,14,2.2,0.0,6.8,3
ATL,2026-02-03,15,5.1,0.0,4.8,3
ATL,2026-02-03,16,7.2,0.0,5.5,3
ATL,2026-02-03,17,9.2,0.0,6.3,3
ATL,2026-02-03,18,12.1,0.0,7.8,3
ATL,2026-02-03,19,13.6,0.0,10.8,3
ATL,2026-02-03,20,14.5,0.0,12.9,2
ATL,2026-02-03,21,14.6,0.0,14.7,1
ATL,2026-02-03,22,13.6,0.0,13.3,3
ATL,2026-02-03,23,12.3,0.0,14.3,3
ATL,2026-02-04,0,12.1,0.0,10.7,3
ATL,2026-02-04,1,12.0,0.0,9.4,3
ATL,2026-02-04,2,10.8,0.2,7.2,51
ATL,2026-02-04,3,9.7,0.7,7.6,53
ATL,2026-02-04,4,8.7,0.4,9.4,51
ATL,2026-02-04,5,8.4,0.0,10.2,3
ATL,2026-02-04,6,9.0,0.1,10.5,51
ATL,2026-02-04,7,9.4,0.0,12.6,3
ATL,2026-02-04,8,9.6,0.8,15.4,53
ATL,2026-02-04,9,9.6,0.0,14.0,3
ATL,2026-02-04,10,9.6,0.2,11.0,51
ATL,2026-02-04,11,9.5,0.6,10.0,53
ATL,2026-02-04,12,9.7,0.2,9.6,51
ATL,2026-02-04,13,10.1,0.1,8.1,51
ATL,2026-02-04,14,10.4,0.1,6.4,51
ATL,2026-02-04,15,11.4,0.2,6.2,51
ATL,2026-02-04,16,11.9,0.6,6.8,53
ATL,2026-02-04,17,11.3,0.6,5.6,53
ATL,2026-02-04,18,11.5,0.4,3.1,51
ATL,2026-02-04,19,12.0,0.2,7.1,51
ATL,2026-02-04,20,11.6,0.7,12.7,53
ATL,2026-02-04,21,11.7,0.0,10.9,3
ATL,2026-02-04,22,11.8,0.0,16.4,3
ATL,2026-02-04,23,9.5,0.0,17.4,1
ATL,2026-02-05,0,7.8,0.0,16.4,3
ATL,2026-02-05,1,5.9,0.0,17.8,3
ATL,2026-02-05,2,5.2,0.0,17.5,3
ATL,2026-02-05,3,4.6,0.0,18.9,3
ATL,2026-02-05,4,3.9,0.0,19.6,3
ATL,2026-02-05,5,3.0,0.0,19.5,3
ATL,2026-02-05,6,2.8,0.0,20.9,3
ATL,2026-02-05,7,2.3,0.0,21.0,3
ATL,2026-02-05,8,1.8,0.0,20.6,3
ATL,2026-02-05,9,1.3,0.0,19.5,3
ATL,2026-02-05,10,0.9,0.0,18.1,3
ATL,2026-02-05,11,0.6,0.0,15.4,3
ATL,2026-02-05,12,-0.2,0.0,14.4,3
ATL,2026-02-05,13,-0.3,0.0,14.9,3
ATL,2026-02-05,14,-0.2,0.0,16.1,3
ATL,2026-02-05,15,0.5,0.0,16.1,3
ATL,2026-02-05,16,1.7,0.0,14.4,3
ATL,2026-02-05,17,3.6,0.0,11.6,3
ATL,2026-02-05,18,3.0,0.0,12.7,3
ATL,2026-02-05,19,3.9,0.0,14.1,3
ATL,2026-02-05,20,5.0,0.0,14.2,2
ATL,2026-02-05,21,5.5,0.0,12.4,2
ATL,2026-02-05,22,5.4,0.0,12.0,1
ATL,2026-02-05,23,4.1,0.0,10.6,2
ATL,2026-02-06,0,3.1,0.0,11.9,0
ATL,2026-02-06,1,2.4,0.0,14.1,2
ATL,2026-02-06,2,2.3,0.0,14.3,3
ATL,2026-02-06,3,1.4,0.0,14.1,0
ATL,2026-02-06,4,0.5,0.0,13.5,0
ATL,2026-02-06,5,-0.1,0.0,13.3,3
ATL,2026-02-06,6,-0.5,0.0,13.6,2
ATL,2026-02-06,7,-0.7,0.0,13.7,3
ATL,2026-02-06,8,-0.5,0.0,12.8,0
ATL,2026-02-06,9,-0.9,0.0,11.7,0
ATL,2026-02-06,10,-1.1,0.0,10.7,0
ATL,2026-02-06,11,-1.2,0.0,10.5,0
ATL,2026-02-06,12,-0.7,0.0,10.8,0
ATL,2026-02-06,13,-0.3,0.0,11.1,0
ATL,2026-02-06,14,2.2,0.0,10.2,0
ATL,2026-02-06,15,5.0,0.0,10.5,0
ATL,2026-02-06,16,7.8,0.0,12.7,0
ATL,2026-02-06,17,10.0,0.0,15.7,0
ATL,2026-02-06,18,13.1,0.0,16.8,0
ATL,2026-02-06,19,14.6,0.0,19.4,0
ATL,2026-02-06,20,15.4,0.0,21.1,0
ATL,2026-02-06,21,15.5,0.0,22.0,0
ATL,2026-02-06,22,14.8,0.0,20.2,0
ATL,2026-02-06,23,13.3,0.0,20.8,0
ATL,2026-02-07,0,12.4,0.0,15.5,0
ATL,2026-02-07,1,12.2,0.0,18.1,0
ATL,2026-02-07,2,12.3,0.0,20.8,0
ATL,2026-02-07,3,10.7,0.0,22.6,0
ATL,2026-02-07,4,8.6,0.0,23.8,0
ATL,2026-02-07,5,6.6,0.0,23.8,0
ATL,2026-02-07,6,7.0,0.0,22.3,0
ATL,2026-02-07,7,6.0,0.0,19.8,0
ATL,2026-02-07,8,5.0,0.0,19.1,0
ATL,2026-02-07,9,3.8,0.0,20.0,0
ATL,2026-02-07,10,2.9,0.0,20.1,0
ATL,2026-02-07,11,2.3,0.0,19.3,0
ATL,2026-02-07,12,2.1,0.0,18.9,0
ATL,2026-02-07,13,1.9,0.0,18.4,0
ATL,2026-02-07,14,3.1,0.0,17.0,0
ATL,2026-02-07,15,4.6,0.0,18.7,0
ATL,2026-02-07,16,6.0,0.0,18.3,0
ATL,2026-02-07,17,7.1,0.0,19.5,0
ATL,2026-02-07,18,9.1,0.0,20.3,0
ATL,2026-02-07,19,9.8,0.0,19.0,0
ATL,2026-02-07,20,10.0,0.0,18.6,0
ATL,2026-02-07,21,9.9,0.0,18.0,3
ATL,2026-02-07,22,9.3,0.0,17.1,0
ATL,2026-02-07,23,7.9,0.0,13.4,0
ATL,2026-02-08,0,6.8,0.0,14.8,0
ATL,2026-02-08,1,5.7,0.0,13.5,0
ATL,2026-02-08,2,4.4,0.0,11.7,0
ATL,2026-02-08,3,3.3,0.0,10.1,0
ATL,2026-02-08,4,2.4,0.0,9.9,0
ATL,2026-02-08,5,1.7,0.0,10.2,0
ATL,2026-02-08,6,0.9,0.0,10.1,0
ATL,2026-02-08,7,0.3,0.0,9.4,0
ATL,2026-02-08,8,-0.3,0.0,9.4,0
ATL,2026-02-08,9,-0.7,0.0,9.4,0
ATL,2026-02-08,10,-1.0,0.0,7.4,0
ATL,2026-02-08,11,-1.5,0.0,5.6,0
ATL,2026-02-08,12,-2.2,0.0,3.8,0
ATL,2026-02-08,13,-1.7,0.0,5.4,0
ATL,2026-02-08,14,0.7,0.0,3.9,1
ATL,2026-02-08,15,3.5,0.0,5.1,2
ATL,2026-02-08,16,6.1,0.0,4.2,0
ATL,2026-02-08,17,8.3,0.0,3.1,0
ATL,2026-02-08,18,10.6,0.0,1.6,0
ATL,2026-02-08,19,12.6,0.0,1.9,0
ATL,2026-02-08,20,13.7,0.0,2.5,1
ATL,2026-02-08,21,14.3,0.0,3.1,3
ATL,2026-02-08,22,13.8,0.0,4.5,3
ATL,2026-02-08,23,11.9,0.0,3.8,3
ATL,2026-02-09,0,10.4,0.0,2.2,3
ATL,2026-02-09,1,9.7,0.0,4.0,3
ATL,2026-02-09,2,8.8,0.0,5.8,3
ATL,2026-02-09,3,7.9,0.0,5.2,3
ATL,2026-02-09,4,7.2,0.0,4.8,3
ATL,2026-02-09,5,7.1,0.0,6.1,2
ATL,2026-02-09,6,6.6,0.0,5.8,3
ATL,2026-02-09,7,6.5,0.0,6.0,3
ATL,2026-02-09,8,6.1,0.0,7.4,3
ATL,2026-02-09,9,5.6,0.0,10.2,1
ATL,2026-02-09,10,4.8,0.0,11.5,1
ATL,2026-02-09,11,3.8,0.0,10.8,2
ATL,2026-02-09,12,3.2,0.0,12.2,0
ATL,2026-02-09,13,2.7,0.0,12.1,0
ATL,2026-02-09,14,4.2,0.0,9.8,0
ATL,2026-02-09,15,6.7,0.0,9.6,0
ATL,2026-02-09,16,9.5,0.0,9.0,0
ATL,2026-02-09,17,12.0,0.0,8.9,0
ATL,2026-02-09,18,13.9,0.0,8.2,0
ATL,2026-02-09,19,15.6,0.0,8.8,0
ATL,2026-02-09,20,17.0,0.0,9.3,0
ATL,2026-02-09,21,18.2,0.0,9.0,0
ATL,2026-02-09,22,18.7,0.0,6.4,0
ATL,2026-02-09,23,16.2,0.0,5.7,0
ATL,2026-02-10,0,14.1,0.0,7.3,1
ATL,2026-02-10,1,13.6,0.0,5.9,0
ATL,2026-02-10,2,13.5,0.0,9.2,0
ATL,2026-02-10,3,13.0,0.0,10.6,0
ATL,2026-02-10,4,12.0,0.0,10.7,0
ATL,2026-02-10,5,11.4,0.0,10.7,0
ATL,2026-02-10,6,9.8,0.0,8.7,0
ATL,2026-02-10,7,9.5,0.0,10.5,0
ATL,2026-02-10,8,9.4,0.0,10.0,0
ATL,2026-02-10,9,8.8,0.0,10.7,0
ATL,2026-02-10,10,8.5,0.0,11.5,0
ATL,2026-02-10,11,8.3,0.0,11.5,0
ATL,2026-02-10,12,8.2,0.0,10.4,3
ATL,2026-02-10,13,8.2,0.0,9.2,1
ATL,2026-02-10,14,10.4,0.0,9.5,1
ATL,2026-02-10,15,13.4,0.0,7.4,1
ATL,2026-02-10,16,16.5,0.0,8.7,3
ATL,2026-02-10,17,18.8,0.0,10.8,2
ATL,2026-02-10,18,21.2,0.0,15.9,3
ATL,2026-02-10,19,20.7,0.0,18.1,3
ATL,2026-02-10,20,19.9,0.0,15.0,3
ATL,2026-02-10,21,19.4,0.0,15.4,2
ATL,2026-02-10,22,19.1,0.0,14.9,3
ATL,2026-02-10,23,17.6,0.0,14.1,3
ATL,2026-02-11,0,16.4,0.0,12.9,3
ATL,2026-02-11,1,15.9,0.0,13.8,3
ATL,2026-02-11,2,15.8,0.0,13.1,3
ATL,2026-02-11,3,15.1,0.0,11.8,3
ATL,2026-02-11,4,14.6,0.0,12.1,3
ATL,2026-02-11,5,14.3,0.0,11.7,3
ATL,2026-02-11,6,14.3,0.0,10.1,3
ATL,2026-02-11,7,14.3,0.0,13.6,3
ATL,2026-02-11,8,14.4,0.4,18.0,51
ATL,2026-02-11,9,13.9,0.4,17.9,51
ATL,2026-02-11,10,13.8,0.1,18.2,51
ATL,2026-02-11,11,14.0,0.2,20.1,51
ATL,2026-02-11,12,14.3,0.5,21.3,53
ATL,2026-02-11,13,14.6,0.1,18.6,51
ATL,2026-02-11,14,15.0,0.1,18.1,51
ATL,2026-02-11,15,16.8,0.0,21.2,3
ATL,2026-02-11,16,16.7,0.0,18.1,3
ATL,2026-02-11,17,18.2,0.4,21.9,51
ATL,2026-02-11,18,17.4,0.5,20.4,53
ATL,2026-02-11,19,16.4,2.9,18.5,63
ATL,2026-02-11,20,17.4,0.0,15.5,3
ATL,2026-02-11,21,16.4,0.0,15.8,1
ATL,2026-02-11,22,15.8,0.0,16.0,1
ATL,2026-02-11,23,14.7,0.0,13.5,0
ATL,2026-02-12,0,12.6,0.0,13.1,0
ATL,2026-02-12,1,11.9,0.0,13.8,0
ATL,2026-02-12,2,11.1,0.0,13.3,2
ATL,2026-02-12,3,10.2,0.0,11.8,1
ATL,2026-02-12,4,9.1,0.0,11.4,1
ATL,2026-02-12,5,8.1,0.0,12.0,0
ATL,2026-02-12,6,7.4,0.0,12.5,0
ATL,2026-02-12,7,6.8,0.0,11.7,1
ATL,2026-02-12,8,6.0,0.0,11.2,1
ATL,2026-02-12,9,5.3,0.0,11.5,1
ATL,2026-02-12,10,4.8,0.0,12.0,0
ATL,2026-02-12,11,4.3,0.0,12.4,1
ATL,2026-02-12,12,3.7,0.0,12.8,0
ATL,2026-02-12,13,3.6,0.0,11.4,0
ATL,2026-02-12,14,5.5,0.0,9.2,1
ATL,2026-02-12,15,8.0,0.0,8.0,0
ATL,2026-02-12,16,10.5,0.0,6.2,0
